Troquel, Codigo de barras, Codigo de barras 2, Descripcion, Descripcion extendida, Rubro, SubRubro, Cod.Labo, Laboratorio, Costo s/IVA, Vigencia, Fecha Alta
5384551, 7795347934516, 7795347934516, H36 LAZAR 20 X 2 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 17873.520, 27/06/2025, 09/06/2016
5384552, 7795347934851, 7795347934851, H36 LAZAR 20 X 4 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 33221.450, 27/06/2025, 22/10/2021
5384682, 7794428011757, 7794428011757, MENIEX 16 X 30 CMP, , ESPECIALIDADES, , 171, FORTBENTON CO.LAB.SA. ESP, 16016.200, 29/05/2025, 
5384684, 7794428011764, 7794428011764, MENIEX 16 X 60 CMP, , ESPECIALIDADES, , 171, FORTBENTON CO.LAB.SA. ESP, 27624.590, 29/05/2025, 
5384712, 7794428011771, 7794428011771, MENIEX 24 X 30 CMP, , ESPECIALIDADES, , 171, FORTBENTON CO.LAB.SA. ESP, 23988.140, 29/05/2025, 
5384714, 7794428012006, 7794428012006, MENIEX 24 X 60 CMP, , ESPECIALIDADES, , 171, FORTBENTON CO.LAB.SA. ESP, 43918.970, 29/05/2025, 
5385133, 7792175008020, 7792175008020, LISAC 20 X 30 CMP, , ESPECIALIDADES, , 62, LABORATORIOS BERNABO S.A., 27741.470, 27/06/2025, 
5385551, 7798051850936, 7798051850936, PANAPROST 5 X 30 CMP*, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 26049.260, 11/06/2025, 
5389264, 7795345013602, 7795345013602, VITALIX 30 CMP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 10839.150, 26/05/2025, 
5389391, 7791824118158, 7791824118158, IBUPIRAC FLEX 600 X 10CMP, , ESPECIALIDADES, , 614, PFIZER (DISPROFARMA), 11436.550, 30/04/2025, 
5389392, 7791824118240, 7791824118240, IBUPIRAC FLEX 600 X 20CMP, , ESPECIALIDADES, , 614, PFIZER (DISPROFARMA), 21998.000, 30/06/2025, 
5393681, 7796285052218, 7796285052218, EQUIFEM 28 CMP, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 26534.790, 25/06/2025, 
5395971, 7798050061241, 7798050061241, OFTALOOK PL GTS X 15 ML, , ESPECIALIDADES, , 203, DENVER FARMA S.A., 10002.740, 01/07/2025, 
5396265, 7795348422722, 7795348422722, VICARDOL 12.5 X 28 CMP, , ESPECIALIDADES, , 477, LAB. RICHMOND S.A.C.I.F., 14447.010, 31/01/2025, 
5396395, 7795348422708, 7795348422708, VICARDOL 6.25 X 28 CMP, , ESPECIALIDADES, , 477, LAB. RICHMOND S.A.C.I.F., 11540.560, 27/12/2024, 
5396425, 7795348422715, 7795348422715, VICARDOL 25 X 28 CMP, , ESPECIALIDADES, , 477, LAB. RICHMOND S.A.C.I.F., 18586.471, 31/01/2025, 
5397423, 7795371458774, 7795371458774, FUNGOTOTAL 150 X 4 CMP, , ESPECIALIDADES, , 798, T.R.B. PHARMA S.A., 16000.000, 02/01/2025, 
5397844, 7795328056503, 7795328056503, SIBLIX 10 X 30 CMP, , PSICOF.LISTA 4, , 63, BETA S.A., 27680.710, 27/06/2025, 
5397974, 7795328056541, 7795328056541, SIBLIX 15 X 30 CMP, , PSICOF.LISTA 4, , 63, BETA S.A., 40384.370, 27/06/2025, 
5398261, 7795347972297, 7795347972297, MEDOBIS 500 X 30 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 6054.920, 27/06/2025, 
5398262, 7795347972303, 7795347972303, MEDOBIS 500 X 60 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 11861.330, 27/06/2025, 
5398391, 7795347972310, 7795347972310, MEDOBIS 850 X 30 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 11832.350, 27/06/2025, 
5398392, 7795347972327, 7795347972327, MEDOBIS 850 X 60 CMP*, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 21717.090, 27/06/2025, 
5398421, 7795347972334, 7795347972334, MEDOBIS 1 X 30 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 16058.440, 27/06/2025, 
5399261, 7795302180538, 7795302180538, CRESTOR 5 X 28 CMP, , ESPECIALIDADES, , 14, ASTRA-ZENECA S.A., 26722.250, 02/07/2025, 
5399393, 5000456030175, 5000456030175, ATACAND D 8 X 28 CMP, , ESPECIALIDADES, , 1030, BIOPAS, 66601.770, 02/07/2025, 11/12/2018
5399714, 7795373013346, 7795373013346, MICOPIROX SH X 100 ML, , ESPECIALIDADES, , 1614, PABLO CASSARA, 20070.000, 23/06/2025, 
5405421, 7798006302954, 7798006302954, KEMICOL F 150 MG X 2 CMP, , ESPECIALIDADES, , 251, FECOFAR ESP, 11017.110, 27/06/2025, 15/10/2024
5405422, 7798006302961, 7798006302961, KEMICOL F 150 MG X 4 CMP, , ESPECIALIDADES, , 251, FECOFAR ESP, 19183.061, 27/06/2025, 15/10/2024
5405423, 7798006302978, 7798006302978, KEMICOL F 150 MG X 8 CMP, , ESPECIALIDADES, , 251, FECOFAR ESP, 35382.852, 27/06/2025, 16/10/2024
5405424, 7798006303203, 7798006303203, KEMICOL F 150 MG X 10 CMP, , ESPECIALIDADES, , 251, FECOFAR ESP, 54389.500, 23/05/2025, 23/05/2025
5405719, 7798081262631, 7798081262631, AMLODIPINA HLB 5X30 CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 11371.750, 24/06/2024, 12/11/2021
5405849, 7798081262679, 7798081262679, AMLODIPINA HLB 10X30 CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 21118.970, 24/06/2024, 12/11/2021
5405971, 7798081267919, 7798081267919, LOLATENO HLB 50 X 28 CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 9178.630, 24/06/2024, 09/11/2021
5405972, 7798081267926, 7798081267926, LOLATENO HLB 50 X 56 CMP, , ESPECIALIDADES, , 330, HLB PHARMA GROUP S.A., 14945.730, 24/06/2024, 09/11/2021
5408971, 7795327060921, 7795327060921, LACTAS 20 CAP, , ESPECIALIDADES, , 176, DOMINGUEZ S.A., 36578.430, 18/06/2025, 11/11/2015
5408972, 7795327060945, 7795327060945, LACTAS 50 CAP, , ESPECIALIDADES, , 176, DOMINGUEZ S.A., 77733.350, 18/06/2025, 11/11/2015
5409261, 7791171101278, 7791171101278, CALMADOR PLUS 10 CMP, , ESPECIALIDADES, INHAB.PERSONAL, 256, FINADIET S.A.C.I.F., 12312.190, 28/06/2025, 
5409262, 7791171101346, 7791171101346, CALMADOR PLUS 20 CMP, , ESPECIALIDADES, INHAB.PERSONAL, 256, FINADIET S.A.C.I.F., 24252.420, 28/06/2025, 
5409263, 7791171000335, 7791171000335, CALMADOR PLUS 30 CMP, , ESPECIALIDADES, INHAB.PERSONAL, 256, FINADIET S.A.C.I.F., 31035.760, 28/06/2025, 
5409392, 7792069722056, 7792069722056, BIOCLAVID 875/125 X 14CMP, , ESPECIALIDADES, , 1092, BIOSIDUS S.A.U., 27545.990, 30/06/2025, 
5409973, 7795371458989, 7795371458989, METILPRES 5 X 30 CMP, , ESPECIALIDADES, , 798, T.R.B. PHARMA S.A., 9320.990, 02/06/2025, 
5409975, 7795371458996, 7795371458996, METILPRES 5 X 60 CMP, , ESPECIALIDADES, , 798, T.R.B. PHARMA S.A., 14523.000, 02/06/2025, 
5410002, 7795371459238, 7795371459238, METILPRES 50 X 20 CMP, , ESPECIALIDADES, , 798, T.R.B. PHARMA S.A., 34400.010, 02/06/2025, 
5410972, 7791909354150, 7791909354150, LEXTOR 10 X 30 CMP, , PSICOF.LISTA 4, , 106, CASASCO S.A., 32710.830, 15/04/2025, 
5410973, 7791909354167, 7791909354167, LEXTOR 10 X 60 CMP, , PSICOF.LISTA 4, , 106, CASASCO S.A., 61525.120, 15/04/2025, 07/12/2022
5411002, 7791909354464, 7791909354464, LEXTOR 20 X 30 CMP, , PSICOF.LISTA 4, , 106, CASASCO S.A., 56225.860, 15/04/2025, 
5411003, 7791909354471, 7791909354471, LEXTOR 20 X 60 CMP, , PSICOF.LISTA 4, , 106, CASASCO S.A., 110884.910, 15/04/2025, 07/12/2022
5412683, 7798129412455, 7798129412455, GLUCO ARRUMALON 60 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 28091.820, 23/06/2025, 
5412841, 7791824118141, 7791824118141, ALDACTONE D 25/40 X 30CMP, , ESPECIALIDADES, , 614, PFIZER (DISPROFARMA), 39838.000, 30/06/2025, 
5412842, 7795381000734, 7795381000734, ALDACTONE D 25/40 X 60CMP, , ESPECIALIDADES, , 614, PFIZER (DISPROFARMA), 55702.930, 30/06/2025, 
5413391, 7795347913740, 7795347913740, CETIZINE L X 10 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 7862.940, 27/06/2025, 14/02/2024
5413392, 7795347913757, 7795347913757, CETIZINE L X 30 CMP, , ESPECIALIDADES, , 472, DR. LAZAR Y CIA. S.A.Q.I., 20312.600, 27/06/2025, 14/02/2024
5415264, 7798239770407, 7798239770407, AMPAKINE 100 MG X 30 CMP, , ESPECIALIDADES, , 959, RONTAG, 48957.981, 12/06/2025, 18/03/2025
5415422, 7798021296641, 7798021296641, MODULACTONE 25MG X 30 CMP, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 24000.000, 03/06/2025, 03/06/2025
5415682, 7798021296658, 7798021296658, MODULACTONE 100MG X 30CMP, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 29800.000, 11/06/2025, 11/06/2025
5416001, 7792175008204, 7792175008204, ALELI 28 CMP, , ESPECIALIDADES, , 62, LABORATORIOS BERNABO S.A., 22032.970, 27/06/2025, 
5416131, 7796285054656, 7796285054656, SIMINA 5 X 14 CMP, , PSICOF.LISTA 4, , 201, ELEA-PHOENIX, 43115.600, 25/06/2025, 
5416132, 7796285275204, 7796285275204, SIMINA 5 X 28 CMP, , PSICOF.LISTA 4, , 201, ELEA-PHOENIX, 83234.580, 25/06/2025, 
5416391, 7796285054663, 7796285054663, SIMINA 10 X 14 CMP, , PSICOF.LISTA 4, , 201, ELEA-PHOENIX, 82659.980, 25/06/2025, 
5416392, 7796285054670, 7796285054670, SIMINA 10 X 28 CMP, , PSICOF.LISTA 4, , 201, ELEA-PHOENIX, 164886.110, 25/06/2025, 
5416426, 7798129415906, 7798129415906, CLIMATIX 1.25 X 30 CMP, , ESPECIALIDADES, , 1564, SIEGFRIED S.A, 29134.940, 19/06/2025, 
5417424, 7790375262266, 7790375262266, LUCIDEX 10 X 30 CMP, , ESPECIALIDADES, , 222, BAGO LABORATORIOS, 41421.930, 18/06/2025, 
5417684, 7790375262242, 7790375262242, AZECAR 4 X 30 CMP, , ESPECIALIDADES, , 222, BAGO LABORATORIOS, 43880.650, 18/06/2025, 
5418971, 7798021110114, 7798021110114, CAPSON AV SPRAY X 30 ML, , ESPECIALIDADES, , 770, THERABEL PHARMA S.A., 22664.150, 30/04/2025, 
5419421, 7798103390106, 7798103390106, CIPROFLOXACINA DORF GTSX5, , ESPECIALIDADES, , 1087, PHARMADORF S.A.(DISPROF.), 8528.850, 02/06/2025, 
5420131, 7798103390496, 7798103390496, HIALUDORF HD GTS X 10 ML, , ESPECIALIDADES, , 1087, PHARMADORF S.A.(DISPROF.), 18299.020, 02/06/2025, 
5420421, 7798084684348, 7798084684348, REDUSTEROL DUO 10/10X30CM, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 24487.960, 17/06/2025, 
5420551, 7798084684355, 7798084684355, REDUSTEROL DUO 10/20X30CM, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 24487.960, 17/06/2025, 
5420681, 7798084684362, 7798084684362, REDUSTEROL DUO 10/40X30CM, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 39470.050, 17/06/2025, 
5421712, 7790375268602, 7790375268602, ROSUVAST 5 X 28 CMP, , ESPECIALIDADES, , 222, BAGO LABORATORIOS, 16211.710, 18/06/2025, 
5421713, 7790375270070, 7790375270070, ROSUVAST 5 X 30 CMP, , ESPECIALIDADES, , 222, BAGO LABORATORIOS, 14706.910, 18/06/2025, 06/05/2022
5421714, 7790375270087, 7790375270087, ROSUVAST 5 X 60 CMP, , ESPECIALIDADES, , 222, BAGO LABORATORIOS, 27788.230, 18/06/2025, 06/05/2022
5422971, 7795360001493, 7795360001493, HIPOTEN KLONA 6.25X30CMP*, , ESPECIALIDADES, , 1436, KLONAL S.R.L., 6843.990, 25/03/2025, 
5423001, 7795360003909, 7795360003909, HIPOTEN KLONA 12.5X30CMP*, , ESPECIALIDADES, , 1436, KLONAL S.R.L., 8782.300, 25/03/2025, 
5423131, 7795360003916, 7795360003916, HIPOTEN KLONA 25 X 30CMP*, , ESPECIALIDADES, , 1436, KLONAL S.R.L., 10447.300, 25/03/2025, 
5423261, 7795360003978, 7795360003978, KLONAFENAC GEL X 50 GR, , ESPECIALIDADES, , 1436, KLONAL S.R.L., 7225.770, 25/03/2025, 
5423841, 7795376002019, 7795376002019, GOBBIDONA 5 X 25 CMP, , PSICOF.BOLETA, , 298, GOBBI - NOVAG S.A., 19606.860, 30/05/2025, 
5423843, 7795376001319, 7795376001319, GOBBIDONA 5 X 75 CMP, , PSICOF.BOLETA, , 298, GOBBI - NOVAG S.A., 57878.030, 30/05/2025, 31/12/2014
5423971, 7795376002026, 7795376002026, GOBBIDONA 10 X 25 CMP, , PSICOF.BOLETA, , 298, GOBBI - NOVAG S.A., 35516.020, 30/05/2025, 
5423973, 7795376001456, 7795376001456, GOBBIDONA 10 X 75 CMP, , PSICOF.BOLETA, , 298, GOBBI - NOVAG S.A., 105902.420, 30/05/2025, 31/12/2014
5424421, 7798113701510, 7798113701510, ROSUCOL 10 X 28 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 18800.000, 18/06/2025, 
5424422, 7798113701534, 7798113701534, ROSUCOL 10 X 30 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 17550.000, 18/06/2025, 08/08/2014
5424423, 7798113701558, 7798113701558, ROSUCOL 10 X 60 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 36400.000, 04/06/2025, 16/11/2022
5424551, 7798113701619, 7798113701619, ROSUCOL 20 X 28 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 32400.000, 18/06/2025, 
5424552, 7798113701633, 7798113701633, ROSUCOL 20 X 30 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 30700.000, 18/06/2025, 08/08/2014
5424553, 7798113701657, 7798113701657, ROSUCOL 20 X 60 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 62900.000, 04/06/2025, 16/11/2022
5424681, 7798113701701, 7798113701701, ROSUCOL 40 X 30 CMP, , ESPECIALIDADES, , 230, GEMINIS FARMACEUTICA S.A., 49269.810, 23/04/2025, 07/12/2018
5425842, 7798103391042, 7798103391042, NORFEN 28 CMP, , ESPECIALIDADES, , 1087, PHARMADORF S.A.(DISPROF.), 7215.060, 02/06/2025, 
5426003, 7792183489019, 7792183489019, TONIBRAL 10 X 30 CMP, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 30919.859, 01/07/2025, 
5428132, 7792183001662, 7792183001662, DIOCAM SL 0.25 X 30 CMP, , PSICOF.LISTA 4, , 290, GADOR S.A. ESP, 6268.130, 07/07/2025, 
5429261, 7796363002609, 7796363002609, BIOFEM 21 CMP, , ESPECIALIDADES, , 72, BIOTENK S.A., 13249.510, 30/05/2025, 
5429421, 7795326001352, 7795326001352, SUFICARD 25 X 30 CMP, , ESPECIALIDADES, , 24, IVAX ARG.(DISPROF.), 39476.440, 18/06/2025, 
5430841, 7795326007453, 7795326007453, AZILECT TEVA 1MG X 30 CMP, , ESPECIALIDADES, , 24, IVAX ARG.(DISPROF.), 35747.210, 25/04/2025, 05/12/2017
5430973, 7792175008211, 7792175008211, AMIXEN DUO 14 CMP, , ESPECIALIDADES, , 62, LABORATORIOS BERNABO S.A., 11816.640, 27/06/2025, 
5431002, 7795356994297, 7795356994297, MAGNUS 50 X 2 CMP MAST, , ESPECIALIDADES, , 1369, SIDUS S.A., 5981.190, 10/06/2025, 
5431003, 7795356999308, 7795356999308, MAGNUS 50 X 10 CMP MAST, , ESPECIALIDADES, , 1369, SIDUS S.A., 28106.390, 10/06/2025, 
5431004, 7795356999315, 7795356999315, MAGNUS 50 X 20 CMP MAST, , ESPECIALIDADES, , 1369, SIDUS S.A., 50774.670, 10/06/2025, 
5431132, 7798103390984, 7798103390984, LIVIANNE 28 X 28 CMP, , ESPECIALIDADES, , 1087, PHARMADORF S.A.(DISPROF.), 17187.620, 02/06/2025, 
5432394, 7790375270476, 7790375270476, ULCOZOL P 40 COR X 30 CMP, , ESPECIALIDADES, , 222, BAGO LABORATORIOS, 16166.620, 15/04/2025, 16/07/2024
5432421, 7792175008235, 7792175008235, CUIDAFEM 21 CMP, , ESPECIALIDADES, , 62, LABORATORIOS BERNABO S.A., 14529.430, 27/06/2025, 
5432681, 7795368054811, 7795368054811, AUCIC 0.5  GTS X 10 ML, , ESPECIALIDADES, , 619, POEN LAB. S.A.C.I., 13907.330, 03/07/2025, 
5432711, 7795368055122, 7795368055122, AUCIC 1  GTS X 10 ML, , ESPECIALIDADES, , 619, POEN LAB. S.A.C.I., 15405.190, 03/07/2025, 
5432713, 7795368547542, 7795368547542, AUCIC 1  LC SOLU X 10 ML, , ESPECIALIDADES, , 619, POEN LAB. S.A.C.I., 21367.930, 03/07/2025, 16/04/2021
5432972, 7795372460479, 7795372460479, VANATOR 10 X 60 CMP, , ESPECIALIDADES, , 853, VANNIER S.A., 51985.250, 27/05/2025, 20/11/2020
5433001, 7795372001115, 7795372001115, VANATOR 20 MG X 30 CMP, , ESPECIALIDADES, , 853, VANNIER S.A., 40020.211, 27/05/2025, 09/01/2025
5433002, 7795372460486, 7795372460486, VANATOR 20 X 60 CMP, , ESPECIALIDADES, , 853, VANNIER S.A., 78425.250, 27/05/2025, 20/11/2020
5433131, 7795372460554, 7795372460554, VANATOR 40 X 30 CMP, , ESPECIALIDADES, , 853, VANNIER S.A., 55121.211, 27/05/2025, 07/07/2023
5433133, 7795372460561, 7795372460561, VANATOR VANNIER 40 X 60C, , ESPECIALIDADES, , 853, VANNIER S.A., 88787.550, 27/05/2025, 13/07/2023
5433261, 7798016920957, 7798016920957, ESOMAX 20 X 14 CAP, , ESPECIALIDADES, , 846, EUROFARMA ARG. S.A., 9547.200, 28/06/2025, 
5433262, 7798016920964, 7798016920964, ESOMAX 20 X 28 CAP, , ESPECIALIDADES, , 846, EUROFARMA ARG. S.A., 29857.830, 21/02/2025, 
5433391, 7798016920988, 7798016920988, ESOMAX 40 X 14 CAP, , ESPECIALIDADES, , 846, EUROFARMA ARG. S.A., 24463.550, 28/06/2025, 
5433392, 7798016920995, 7798016920995, ESOMAX 40 X 28 CAP, , ESPECIALIDADES, , 846, EUROFARMA ARG. S.A., 45572.820, 28/06/2025, 
5433712, 5000456030151, 5000456030151, ATACAND 32 X 28 CMP, , ESPECIALIDADES, , 1030, BIOPAS, 134750.590, 02/07/2025, 11/12/2018
5434001, 7795356999384, 7795356999384, LATANOFLAX GTS X 2.5 ML, , ESPECIALIDADES, , 1369, SIDUS S.A., 29968.500, 10/06/2025, 
5435421, 7795338015651, 7795338015651, SARVAL 80 X 15 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 14240.380, 24/06/2025, 
5435422, 7795338015668, 7795338015668, SARVAL 80 X 30 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 26901.690, 24/06/2025, 
5435423, 7795338002286, 7795338002286, SARVAL 80 X 60 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 52365.350, 24/06/2025, 25/06/2024
5435551, 7795338015675, 7795338015675, SARVAL 160 X 15 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 17889.310, 24/06/2025, 
5435552, 7795338015682, 7795338015682, SARVAL 160 X 30 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 32727.920, 24/06/2025, 
5435553, 7795338002293, 7795338002293, SARVAL 160 X 60 CMP, , ESPECIALIDADES, , 54, BALIARDA S.A., 65307.670, 24/06/2025, 25/06/2024
5436711, 7791829000090, 7791829000090, VIRIPOTENS M MEN50X30CMMA, , ESPECIALIDADES, , 525, MICROSULES ARG. S.A. ESP, 68861.750, 01/07/2025, 
5436712, 7791829018446, 7791829018446, VIRIPOTENS M MEN50X2CMMAS, , ESPECIALIDADES, , 525, MICROSULES ARG. S.A. ESP, 5252.850, 01/07/2025, 
5436716, 7791829018507, 7791829018507, VIRIPOTENS M FRU50X2CMMAS, , ESPECIALIDADES, , 525, MICROSULES ARG. S.A. ESP, 5252.850, 01/07/2025, 
5437711, 7796285255176, 7796285255176, ZOPIROL DM GTS X 5 ML, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 36999.540, 25/06/2025, 
5439132, 7796285052812, 7796285052812, ARAMIX 20 X 30 CMP, , PSICOF.LISTA 4, , 201, ELEA-PHOENIX, 64426.650, 25/06/2025, 
5439261, 7796285052782, 7796285052782, ARAMIX 10 X 15 CMP S/T, , PSICOF.LISTA 4, , 201, ELEA-PHOENIX, 22081.590, 17/02/2024, 20/11/2020
5439262, 7796285052799, 7796285052799, ARAMIX 10 X 30 CMP, , PSICOF.LISTA 4, , 201, ELEA-PHOENIX, 35871.860, 25/06/2025, 
5439392, 7793742008016, 7793742008016, FISIODERM CR X 200 GR, , ESPECIALIDADES, , 16, ANDROMACO LAB. S.A.C. ESP, 37577.078, 25/04/2025, 
5439394, 7793742008030, 7793742008030, FISIODERM CR X 30 GR, , ESPECIALIDADES, , 16, ANDROMACO LAB. S.A.C. ESP, 7350.590, 25/04/2025, 02/07/2025
5439395, 7793742008047, 7793742008047, FISIODERM CR X  350 GR, , ESPECIALIDADES, , 16, ANDROMACO LAB. S.A.C. ESP, 69760.047, 25/04/2025, 
5439421, 7795367054638, 7795367054638, AGUCORT 75 X 10 CAP, , ESPECIALIDADES, , 845, LAB. LKM (ONCOLOGIA), 149016.000, 06/06/2025, 
5439683, 7795349501211, 7795349501211, URSOMAX 300 X 30 CMP, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 45759.852, 01/07/2025, 
5439685, 7795349501228, 7795349501228, URSOMAX 300 X 60 CMP, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 75067.758, 01/07/2025, 
5440712, 7795345013930, 7795345013930, CALCIRAQUIFEROL X 30 CAP, , ESPECIALIDADES, , 705, ROEMMERS S.A.I.C.F., 17205.410, 26/05/2025, 
5441682, 7795349000875, 7795349000875, RIBAVIRINA ARIS 200X50CAP, , ESPECIALIDADES, , 23, ARISTON S.A.C.I., 110185.070, 01/07/2025, 06/07/2023
5442681, 7791909410542, 7791909410542, MONTRATE 10 X 30 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 33736.770, 26/06/2025, 
5442682, 7791909410580, 7791909410580, MONTRATE 10 X 60 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 63010.961, 26/06/2025, 23/04/2025
5442711, 7791909410450, 7791909410450, MONTRATE 5 X 30 CMP MAST, , ESPECIALIDADES, , 106, CASASCO S.A., 32399.770, 31/05/2025, 
5442842, 7791909410290, 7791909410290, MONTRATE 4 X 30 SOB, , ESPECIALIDADES, , 106, CASASCO S.A., 31428.730, 26/06/2025, 
5442973, 7792175008242, 7792175008242, CORAFEN 6.25 X 28 CMP, , ESPECIALIDADES, , 62, LABORATORIOS BERNABO S.A., 11209.190, 27/06/2025, 
5443004, 7792175008259, 7792175008259, CORAFEN 12.5 X 28 CMP, , ESPECIALIDADES, , 62, LABORATORIOS BERNABO S.A., 13956.740, 27/06/2025, 
5443133, 7792175008266, 7792175008266, CORAFEN 25 X 28 CMP, , ESPECIALIDADES, , 62, LABORATORIOS BERNABO S.A., 17362.940, 27/06/2025, 
5443682, 7795373013704, 7795373013704, TIMOPLOS LC GTS X 7.5 ML, , ESPECIALIDADES, , 1080, NOVOPLOS, 20860.000, 23/06/2025, 07/07/2016
5443711, 7795314021478, 7795314021478, REMINYL ER 8 X 28 CAP, , ESPECIALIDADES, , 401, JANSSEN-CILAG, 122612.650, 17/06/2025, 
5445003, 7792183000306, 7792183000306, DIABESIL 500 X 30 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 6498.180, 07/07/2025, 
5445004, 7792183000313, 7792183000313, DIABESIL 500 X 60 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 12994.350, 07/07/2025, 
5445133, 7792183000320, 7792183000320, DIABESIL AP 850 X 30 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 12297.750, 07/07/2025, 
5445134, 7792183000337, 7792183000337, DIABESIL AP 850 X 60 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 24464.850, 07/07/2025, 
5445136, 7792183002287, 7792183002287, DIABESIL AP 850 X 100 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 40081.450, 07/07/2025, 24/09/2015
5445263, 7792183000344, 7792183000344, DIABESIL AP 1 X 30 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 16141.120, 07/07/2025, 
5445264, 7792183000351, 7792183000351, DIABESIL AP 1 X 60 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 31054.720, 07/07/2025, 
5445266, 7792183002294, 7792183002294, DIABESIL AP 1 X 100 CMP, , ESPECIALIDADES, , 290, GADOR S.A. ESP, 48832.470, 07/07/2025, 24/09/2015
5445391, 7795314021768, 7795314021768, REMINYL ER 16 X 28 CAP, , ESPECIALIDADES, , 401, JANSSEN-CILAG, 186775.650, 17/06/2025, 
5446261, 7798084684409, 7798084684409, KIRUM 28 CMP, , ESPECIALIDADES, , 537, MONTE VERDE S.A., 24904.530, 17/06/2025, 
5448421, 7796285055301, 7796285055301, ERITROMICINA ELEA UNGX3.5, , ESPECIALIDADES, , 201, ELEA-PHOENIX, 14828.330, 25/06/2025, 
5448971, 7793742006708, 7793742006708, SINAC 0.1  GEL X 30 GR, , ESPECIALIDADES, , 16, ANDROMACO LAB. S.A.C. ESP, 23798.180, 01/07/2025, 
5449001, 7791909410382, 7791909410382, MONTRATE 4 X 30 CMP MAST, , ESPECIALIDADES, , 106, CASASCO S.A., 31773.840, 26/06/2025, 
5449131, 7791909371164, 7791909371164, TENCAS D 10/25 X 30 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 13740.230, 15/04/2025, 
5449261, 7791909371478, 7791909371478, TENCAS D 20/12.5 X 30 CMP, , ESPECIALIDADES, , 106, CASASCO S.A., 14097.500, 15/04/2025, 
5452423, 7798051852565, 7798051852565, EFICICLINA 150 X 28 CAP, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 35440.320, 11/06/2025, 
5452553, 7798051852572, 7798051852572, EFICICLINA 300 X 14 CAP, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 27431.590, 11/06/2025, 
5452554, 7798051852589, 7798051852589, EFICICLINA 300 X 28 CAP, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 45713.080, 11/06/2025, 04/09/2014
5452681, 7798051851254, 7798051851254, SUPRALER GTS X 20 ML, , ESPECIALIDADES, , 1612, PANALAB S.A.ARGENTINA, 19793.670, 11/06/2025, 02/08/2019
