Troquel, Codigo de barras, Codigo de barras 2, Descripcion, Descripcion extendida, Rubro, SubRubro, Cod.Labo, Laboratorio, Costo s/IVA, Publico, Vigencia, Fecha Alta
7018147, 3423222106324, 3423222106324, ISSEY M LE SEL EDT MEN100, ISSEY MIYAKE LE SEL D'ISSEY EDT HOMBRE X 100 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 129312.400, 0.000, 27/06/2025, 16/09/2024
7018148, 3423222106300, 3423222108300, ISSEY M LE SEL EDT MEN 50, ISSEY MIYAKE LE SEL D'ISSEY EDT HOMBRE X 50 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 106492.570, 0.000, 27/06/2025, 16/09/2024
7018149, 8411061074893, 8411061074893, CARO 212 EST WOM 100, CAROLINA HERRERA 212 EDT MUJER X100+LOC.CORP +10ML, PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 102942.810, 0.000, 27/06/2025, 16/09/2024
7018151, 3349668613656, 3349668613656, PACO R LADY MIL EST 80, PACO RABANNE LADY MILLION EDP MUJ.80+LOC.CORP+5ML, PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 106891.920, 0.000, 27/06/2025, 16/09/2024
7018152, 3614274179583, 3614274179583, LANCOME IDOLE EST WOM, LANCOME IDOLE EDP MUJER 100+LOC.CORP.+10 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 157840.760, 0.000, 11/03/2025, 16/09/2024
7018153, 8411061065280, 8411061065280, CARO EST WOM X 100, CAROLINA HERRERA EDP MUJER X 100ML+LOCION CORPORAL, PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 117807.400, 0.000, 27/06/2025, 16/09/2024
7018154, 3348901250153, 3348901250153, DIOR SAUVAGE EDT MEN X 60, DIOR SAUVAGE EDT HOMBRE X 60 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 116317.770, 0.000, 27/06/2025, 17/09/2024
7018156, 3614274186093, 3614274186093, ARMANI MY WAY EST WOM X90, ARMANI MY WAY EDP MUJER X 90ML+LOC.CORP+EDP 15 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 189531.406, 0.000, 20/02/2025, 17/09/2024
7018157, 7790520992574, 7790520992574, PATO P GEL SARRO CITRU500, PATO PURIFIC DESTRUCTOR DE SARRO GEL CITRUS X 500, PERFUMERIA, LIMP HOGAR, 1325, S.C.JOHNSON, 3576.160, 0.000, 09/06/2025, 18/09/2024
7018158, 7790520992697, 7790520992697, PATO P GEL SARRO MARIN500, PATO PURIFIC DESTRUCTOR DE SARRO GEL MARINA X 500, PERFUMERIA, LIMP HOGAR, 1325, S.C.JOHNSON, 3576.160, 0.000, 09/06/2025, 18/09/2024
7018159, 3614273953696, 3614273953696, ARMANI ACQUA GIO PARF 100, ARMANI ACQUA DI GIO PROFONDO PARFUM HOMBRE X 100ML, PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 209181.820, 0.000, 27/06/2025, 18/09/2024
7018166, 3614273953764, 3614273953764, ARMANI ACQUA GIO PARF 50, ARMANI ACQUA DI GIO PROFONDO PARFUM HOMBRE X 50 ML, PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 177487.600, 0.000, 27/06/2025, 18/09/2024
7018167, 3274872369481, 3274872369481, GIVENCHY VERY I EDP WOM50, GIVENCHY VERY IRRESISTIBLE EDP MUJER X 50 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 126396.530, 0.000, 27/06/2025, 18/09/2024
7018168, 78924345, 78924345, REXONA A/T ROLL BAMB/ALOE, REXONA ANTITRANSP ROLL-ON BAMBOO/ALOE VERA X 50ML, PERFUMERIA, DESODORANTES, 476, UNILEVER DE ARG. S.A., 1426.280, 0.000, 19/05/2025, 23/09/2024
7018178, 8412300002325, 4005900490483, EUCERIN FILL+VOL CR NOC, EUCERIN CREMA NOCHE HYALURON FILLER VOLUM LIFT 50, COSMIATRIA, TRAT.FACIA/CORP, 555, BEIERSDORF S.A., 63214.110, 0.000, 30/06/2025, 13/09/2018
7018179, 4005800327568, 4005800327568, EUCERIN FILL+VOL C/OJO, EUCERIN CONTORNO DE OJOS HYALURON FILLER+VOL LIFT, COSMIATRIA, TRAT.FACIA/CORP, 555, BEIERSDORF S.A., 59056.260, 0.000, 30/06/2025, 13/09/2018
7018202, 0000078924338, 78924338, REXONA A/T ROLL POWDER DR, REXONA ANTITRANSP ROLL-ON POWDER DRY X 50 ML, PERFUMERIA, DESODORANTES, 476, UNILEVER DE ARG. S.A., 1426.280, 0.000, 19/05/2025, 23/09/2024
7018204, 7891150049871, 7891150049871, CLOSE UP CR MENTA AMER 70, CLOSE UP CREMA DENTAL MENTA AMERICANA X 70GR, PERFUMERIA, CREM/ENJ BUCALE, 476, UNILEVER DE ARG. S.A., 1643.960, 0.000, 26/09/2024, 23/09/2024
7018206, 7891150049888, 7891150049888, CLOSE UP CR MENTA FRES 70, CLOSE UP CREMA DENTAL MENTA FRESCA X 70 GR, PERFUMERIA, CREM/ENJ BUCALE, 476, UNILEVER DE ARG. S.A., 1643.960, 0.000, 26/09/2024, 23/09/2024
7018208, 7891150049895, 7891150049895, CLOSE UP CR MENTA 70, CLOSE UP CREMA DENTAL MENTA X 70 GR, PERFUMERIA, CREM/ENJ BUCALE, 476, UNILEVER DE ARG. S.A., 1643.960, 0.000, 26/09/2024, 23/09/2024
7018209, 7891150055780, 7891150055780, CLOSE UP CR BIO CARIES 70, CLOSE UP CREMA DENTAL P.BIOACTIVA ANTICARIES 70 GR, PERFUMERIA, CREM/ENJ BUCALE, 476, UNILEVER DE ARG. S.A., 1643.960, 0.000, 26/09/2024, 23/09/2024
7018231, 4005800193316, 4005900490452, EUCERIN FILL+VOL CR P/NOR, EUCERIN CREMA DIA HYALURON FILLER+VOL LIFT F15 50, COSMIATRIA, TRAT.FACIA/CORP, 555, BEIERSDORF S.A., 60165.230, 0.000, 30/06/2025, 31/10/2018
7018232, 7898422744335, 7898422744335, CLOSE UP CR BLANQUEA 90, CLOSE UP CREMA DENTAL DIENTES+BLANCOS X 90 GR, PERFUMERIA, CREM/ENJ BUCALE, 476, UNILEVER DE ARG. S.A., 1808.360, 0.000, 26/09/2024, 23/09/2024
7018234, 7791290796294, 7791290796294, ALA LIQ ECO LAV X 900, ALA MATIC LIQUIDO ECOLAVADO X  900 ML, PERFUMERIA, LIMPIEZA HOGAR, 476, UNILEVER DE ARG. S.A., 1625.480, 0.000, 14/12/2024, 27/09/2024
7018248, 7792981063107, 7792981063107, ENA TM WPROTEIN BAN SH453, ENA TRUEMADE WHEY PROTEIN BANANA SHAKE 453 GR, PERFUMERIA, SUPLEMENTO DEPO, 1193, ENA NUTRITIONALS, 17041.890, 29900.000, 16/04/2025, 30/09/2024
7018249, 7792981058028, 7792981058028, ENA GLUTAMINA MICRO X 300, ENA GLUTAMINA MICRONIZADA X 300 GR SIN SABOR, PERFUMERIA, SUPLEMENTO DEPO, 1193, ENA NUTRITIONALS, 21373.609, 33000.000, 16/04/2025, 30/09/2024
7018250, 7509546693736, 7509546693736, COLG CEP WHITE RES X 2, COLGATE CEPILLO DENTAL WHITENING RESTORE SUAVE X 2, PERFUMERIA, CEPILLOS DENTAL, 127, COLGATE PALMOLIVE S.A.I.C, 4839.060, 0.000, 07/10/2024, 30/09/2024
7018251, 0859581006846, 859581006846, VASELINE PROT LAB ORIGI, VASELINE LIP THERAPY PROTECTOR LABIAL ORIGINAL, PERFUMERIA, PROTEC LABIAL, 1128, PARALLEL S.A, 2668.480, 0.000, 03/05/2025, 30/09/2024
7018252, 859581006853, 859581006853, VASELINE PROT LAB ROSY, VASELINE LIP THERAPY PROTECTOR LABIAL ROSY LIPS, PERFUMERIA, PROTEC LABIAL, 1128, PARALLEL S.A, 2668.480, 0.000, 03/05/2025, 30/09/2024
7018253, 0859581006877, 859581006877, VASELINE PROT LAB COCOA, VASELINE LIP THERAPY PROTECTOR LABIAL COCOA BUTTER, PERFUMERIA, PROTEC LABIAL, 1128, PARALLEL S.A, 2668.480, 0.000, 03/05/2025, 30/09/2024
7018256, 7798237960060, 7798237960060, MOON CEPI P/PELO CUA SURT, MOON CEPILLO PARA PELO CUADRADO SURTIDOS V, PERFUMERIA, ACC PERFUMERIA, 1355, CLANDESTINE SRL, 4965.160, 0.000, 30/09/2024, 30/09/2024
7018257, 7798237960046, 7798237960046, MOON CEPI P/PELO SURT, MOON CEPILLO PARA PELO T.RECTO SURTIDOS, PERFUMERIA, ACC PERFUMERIA, 1355, CLANDESTINE SRL, 3537.670, 0.000, 30/09/2024, 30/09/2024
7018258, 7799031040347, 7799031040347, MOON ACC PELO UNICOR, MOON ACCESORIO PARA PELO UNICORNIOS SURTIDOS, PERFUMERIA, ACC PERFUMERIA, 1355, CLANDESTINE SRL, 1117.170, 0.000, 05/11/2024, 30/09/2024
7018261, 7799031041481, 7799031041481, MOON SET VINCHA+HEBI SURT, MOON SET VINCHA + HEBILLAS SURTIDAS, PERFUMERIA, ACC PERFUMERIA, 1355, CLANDESTINE SRL, 2854.970, 0.000, 30/09/2024, 30/09/2024
7018262, 7799031039747, 7799031039747, MOON SET MAQUILLAJE 5U, MOON SET MAQUILLAJE X 5 U, PERFUMERIA, ACC PERFUMERIA, 1355, CLANDESTINE SRL, 3972.120, 0.000, 30/09/2024, 30/09/2024
7018263, 7799031055723, 7799031055723, PONY SET ACC PELO EST, MY LITTLE PONY SET ACCESORIOS PARA PELO ESTUCHE, PERFUMERIA, ACC PERFUMERIA, 1355, CLANDESTINE SRL, 9309.670, 0.000, 30/09/2024, 30/09/2024
7018272, 7799031036968, 7799031036968, DISNEY MINNIE CEPI SURT, DISNEY MINNIE CEPILLO PARA PELO SURTIDOS, PERFUMERIA, ACC PERFUMERIA, 1355, CLANDESTINE SRL, 4344.520, 0.000, 30/09/2024, 30/09/2024
7018273, 7799031037095, 7799031037095, MOON CEPI P/PELO TRENDY, MOON TRENDY CEPILLO PARA PELO SURTIDOS, PERFUMERIA, ACC PERFUMERIA, 1355, CLANDESTINE SRL, 4344.520, 0.000, 30/09/2024, 30/09/2024
7018274, 7799031022640, 7799031022640, DISNEY MICKEY CEP PELO SU, DISNEY MICKEY MOUSE CEPILLO P/PELO SURTIDOS CAJA, PERFUMERIA, ACC PERFUMERIA, 1355, CLANDESTINE SRL, 5585.810, 0.000, 05/11/2024, 30/09/2024
7018275, 7798177037259, 7798177037259, DISNEY PRINCESAS SET BELL, DISNEY PRINCESAS SET BELLEZA, PERFUMERIA, ACC PERFUMERIA, 1355, CLANDESTINE SRL, 4965.160, 0.000, 30/09/2024, 30/09/2024
7018277, 3346130421344, 3346130421344, HERMES BARENIA EDP WOM 60, HERMES BARENIA EDP MUJER X 60 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 111563.640, 0.000, 27/06/2025, 30/09/2024
7018279, 8057971185474, 8057971185474, DOLCE G DEVOTI EST WOM100, DOLCE GABBANA DEVOTION EDP MUJER X 100+EDP 10 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 155685.240, 0.000, 27/06/2025, 30/09/2024
7018288, 7798340704315, 7798340704315, ZAIRA LAB HYALU GLOSS, ZAIRA BEAUTY LABIAL HYALURONIC GLOSS, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 12516.481, 0.000, 28/03/2025, 01/10/2024
7018305, 4005808890590, 4005808890590, NIVEA CR SOFT/JOJOBA X100, NIVEA SOFT CREMA HUMECT ACEI JOJOBA VIT E X 100, PERFUMERIA, CREMAS MANO/CUE, 555, BEIERSDORF S.A., 3172.990, 0.000, 26/04/2025, 
7018307, 4005900036759, 4005900036759, NIVEA A/T ROLL MEN BL/WH, NIVEA MEN DESODORANTE ROLL ON A/T INVISIBLE B/W 50, PERFUMERIA, DESODORANTES, 555, BEIERSDORF S.A., 1577.090, 0.000, 26/04/2025, 16/05/2022
7018310, 4005808515592, 4005808515592, NIVEA CR SOFT/JOJOBA X200, NIVEA SOFT CREMA HUMECT ACEI JOJOBA VIT E X 200, PERFUMERIA, CREMAS MANO/CUE, 555, BEIERSDORF S.A., 4925.250, 0.000, 26/04/2025, 
7018327, 4005808257553, 4005808257553, NIVEA A/T ROLL MEN IMPACT, NIVEA DESODORANTE ROLL ON A/T DRY IMPACT X 50, PERFUMERIA, DESODORANTES, 555, BEIERSDORF S.A., 1577.090, 0.000, 26/04/2025, 
7018328, 4005808257584, 4005808257584, NIVEA A/T ROLL WOM COMFOR, NIVEA DESODORANTE ROLL ON A/T DRY COMFORT48HS X 50, PERFUMERIA, DESODORANTES, 555, BEIERSDORF S.A., 1577.090, 0.000, 26/04/2025, 
7018334, 4005900929150, 4005900929150, NIVEA A/T AER MEN SENSI, NIVEA MEN DESODORANTE AEROSOL A/T SENSITIVE PROTEC, PERFUMERIA, DESODORANTES, 555, BEIERSDORF S.A., 2552.370, 0.000, 26/04/2025, 20/05/2020
7018337, 4005808257621, 4005808257621, NIVEA A/T ROLL MEN SENSI, NIVEA MEN DESODORANTE ROLL ON A/T SENS PROTECT 50, PERFUMERIA, DESODORANTES, 555, BEIERSDORF S.A., 1577.090, 0.000, 26/04/2025, 20/05/2020
7018339, 4005900036704, 4005900036704, NIVEA A/T ROLL WOM B&W CL, NIVEA DESODORANTE ROLL ON A/T INVIS B&Q CLEAR X 50, PERFUMERIA, DESODORANTES, 555, BEIERSDORF S.A., 1577.090, 0.000, 26/04/2025, 
7018341, 4005808257669, 4005808257669, NIVEA A/T ROLL WOM PEARL, NIVEA DESODORANTE ROLL ON A/T PEARL BEAUTY48HS X50, PERFUMERIA, DESODORANTES, 555, BEIERSDORF S.A., 1577.090, 0.000, 26/04/2025, 16/05/2022
7018376, 4005900973795, 4005900122186, NIVEA A/T AER WOM P/CARE, NIVEA DESODORANTE AEROSOL A/T PROTECT CARE X 150, PERFUMERIA, DESODORANTES, 555, BEIERSDORF S.A., 2480.550, 0.000, 26/04/2025, 20/05/2020
7018392, 4005900130785, 4005900130785, NIVEA A/T ROLL WOM P/CARE, NIVEA DESODORANTE ROLL ON A/T PROTECT CARE X 50, PERFUMERIA, DESODORANTES, 555, BEIERSDORF S.A., 1577.090, 0.000, 26/04/2025, 26/05/2018
7018394, 7798340704308, 7798340704308, ZAIRA LAB HYALU BALM VITC, ZAIRA BEAUTY LABIAL HYALURONIC BALM VIT-C, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 12516.480, 0.000, 28/03/2025, 01/10/2024
7018395, 7798345760446, 7798345760446, ALICATE DISPITA BEBE, ALICATE DISPITA PARA BEBE, PERFUMERIA, ACC BEBE, 1008, DISPITA S.A., 2727.280, 0.000, 18/03/2025, 01/10/2024
7018396, 7798340706005, 7798340706005, ZAIRA CORR HD LIQ TONO 1, ZAIRA BEAUTY CORRECTOS HD LIQUIDO TONE 1, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 11264.820, 0.000, 28/03/2025, 01/10/2024
7018397, 7798340706012, 7798340706012, ZAIRA CORR HD LIQ TONO 2, ZAIRA BEAUTY CORRECTOR HD LIQUIDO TONE 2, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 11264.820, 0.000, 28/03/2025, 01/10/2024
7018398, 7798038317520, 7798038317520, MORDI DISPITA REFR OSITO, MORDILLO DISPITA REFRIGERANTE OSITO, PERFUMERIA, ACC BEBE, 1008, DISPITA S.A., 2272.730, 0.000, 18/03/2025, 01/10/2024
7018399, 7798340704056, 7798340704056, ZAIRA LAB LIQ FUCSIA, ZAIRA LABIAL LIQUIDO FUCSIA, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 11264.820, 0.000, 28/03/2025, 01/10/2024
7018409, 7798340704063, 7798340704063, ZAIRA LAB LIQ ROSA, ZAIRA BEAUTY LABIAL LIQUIDO ROSA, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 11264.820, 0.000, 28/03/2025, 01/10/2024
7018411, 7798340704070, 7798340704070, ZAIRA LAB LIQ NUDE, ZAIRA BEAUTY LABIAL LIQUIDO NUDE, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 11264.820, 0.000, 28/03/2025, 01/10/2024
7018412, 7798340704049, 7798340704049, ZAIRA LAB LIQ ROJO, ZAIRA BEAUTY LABIAL LIQUIDO ROJO, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 11264.820, 0.000, 28/03/2025, 01/10/2024
7018413, 7798038311863, 7798038311863, LIN OLEO CAL DISPITA X250, LINIMENTO OLEO CALCAREO DISPITA X 250, PERFUMERIA, ACC BEBE, 1008, DISPITA S.A., 2117.760, 0.000, 18/03/2025, 01/10/2024
7018414, 7798340700959, 7798340700959, ZAIRA EYEBROW GEL/COL CEN, ZAIRA BEAUTY EYEBROW GEL CON COLOR - CENIZA, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 11264.820, 0.000, 28/03/2025, 01/10/2024
7018416, 7798038311870, 7798038311870, LIN OLEO CAL DISPITA X500, LINIMENTO OLEO CALCAREO DISPITA X 500, PERFUMERIA, ACC BEBE, 1008, DISPITA S.A., 3088.840, 0.000, 18/03/2025, 01/10/2024
7018417, 7798340700966, 7798340700966, ZAIRA EYEBROW GEL TRANSP, ZAIRA BEAUTY EYEBROW GEL TRANSPARENTE, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 11264.820, 0.000, 28/03/2025, 01/10/2024
7018418, 7798038311887, 7798038311887, LIN OLEO CAL DISPITA X1LT, LINIMENTO OLEO CALCAREO DISPITA X 1 LITRO, PERFUMERIA, ACC BEBE, 1008, DISPITA S.A., 4597.110, 0.000, 18/03/2025, 01/10/2024
7018419, 7798340705008, 7798340705008, ZAIRA RUBOR CR LOVE ME, ZAIRA BEAUTY RUBOR CREMOSO - LOVE ME, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 10013.170, 0.000, 28/03/2025, 01/10/2024
7018421, 7798340705015, 7798340705015, ZAIRA RUBOR CR WANT ME, ZAIRA BEAUTY RUBOR CREMOSO - WANT ME, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 10013.170, 0.000, 28/03/2025, 01/10/2024
7018422, 7798340701987, 7798340701987, ZAIRA RUBOR CR NEED ME, ZAIRA BEAUTY RUBOR CREMOSO - NEED ME, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 10013.170, 0.000, 28/03/2025, 01/10/2024
7018423, 7798340703028, 7798340703028, ZAIRA PALET EYESHADOW, ZAIRA BEAUTY PALETA SOMBRAS EYESHADOW, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 17523.060, 0.000, 28/03/2025, 01/10/2024
7018424, 7798340707002, 7798340707002, ZAIRA PALET PVO BLUSH RUB, ZAIRA BEAUTY PALETA POLVO BLUSH RUBOR, PERFUMERIA, LINEA COSMETICA, 1397, ZAIRA BEAUTY, 17523.060, 0.000, 28/03/2025, 01/10/2024
7018426, 8057971188291, 8057971188291, DOLCE G DEVOTI EDP WOM100, DOLCE GABBANA DEVOTION INTENSE EDP MUJER X 100 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 154033.880, 0.000, 27/06/2025, 03/10/2024
7018427, 8057971188284, 8057971188284, DOLCE G DEVOTI EDP WOM 50, DOLCE GABBANA DEVOTION INTENSE EDP MUJER X 50 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 126142.980, 0.000, 27/06/2025, 03/10/2024
7018428, 3423222090906, 3423222090906, ISSEY M EST WOM X 100, ISSEY MIYAKE EDT MUJER X 100 ML.+ EDT X 25 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 128377.330, 0.000, 27/06/2025, 03/10/2024
7018429, 7798028884391, 7798028884391, SILFAB SEC CAB 2000W TURB, SILFAB SECADOR DE CABELLO MOD TURBO 360 2000W, PERFUMERIA, PLANCHA/SECADOR, 776, SILVESTRIN FABRIS S.R.L., 38758.430, 0.000, 09/06/2025, 03/10/2024
7018430, 8054754400670, 8054754400670, DOLCE G LIGHT B EST WO100, DOLCE GABBANA LIGHT BLUE EDT MUJ.X 100+CR.CORP.+10, PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 112073.390, 0.000, 27/06/2025, 03/10/2024
7018431, 7798028884698, 7798028884698, SILFAB SEC CAB 2200W MAX, SILFAB SECADOR DE CABELLO 2200W MOD MAXFLOW, PERFUMERIA, PLANCHA/SECADOR, 776, SILVESTRIN FABRIS S.R.L., 45918.690, 0.000, 09/06/2025, 03/10/2024
7018432, 7640496670573, 7640496670573, TOMMY GIRL EST WOM X 100, TOMMY HILFIGER GIRL EDT MUJER X 100 ML.+LOC.CORP., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 77166.080, 0.000, 27/06/2025, 04/10/2024
7018433, 8057971185481, 8057971185481, DOLCE G Q EST WOM X 100, DOLCE GABBANA Q EDP MUJER X 100 ML.+ EDP 10 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 146556.850, 0.000, 27/06/2025, 04/10/2024
7018434, 8718951658240, 8718951658240, ELMEX CR DEN ANTICA X 110, ELMEX CREMA DENTAL ANTICARIES PROT AVANZADA 110GR, PERFUMERIA, CREM/ENJ BUCALE, 127, COLGATE PALMOLIVE S.A.I.C, 5084.020, 0.000, 07/10/2024, 07/10/2024
7018435, 4005900957061, 4005900957061, NIVEA SERUM CELL RELL X30, NIVEA CELLULAR SERUM RELLENADOR A.HIALU X 30 ML, PERFUMERIA, CREMAS TRATAM.F, 555, BEIERSDORF S.A., 18770.910, 0.000, 26/04/2025, 07/10/2024
7018436, 8411061092651, 8411061092651, CARO GOODGIRL BLUSH EST+C, CAROLINA HERRERA GOODGIRL BLUSH EDP 80+L.CORP+10ML, PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 125838.720, 0.000, 27/06/2025, 08/10/2024
7018439, 7798158485413, 7798158485413, BUCAL TAC CEP FUNNY BR X1, BUCAL TAC CEPILLO DENTAL FUNNY BRUSH +6 ANOS X 1, PERFUMERIA, CEPILLOS DENTAL, 301, GRIMBERG DENTALES S.A., 5813.650, 0.000, 08/04/2025, 09/10/2024
7018440, 7798158485420, 7798158485420, BUCAL TAC CEP ZOO BR X 1, BUCAL TAC CEPILLO DENTAL +3 ANOS ZOO BRUSH X 1, PERFUMERIA, CEPILLOS DENTAL, 301, GRIMBERG DENTALES S.A., 3485.600, 0.000, 08/04/2025, 09/10/2024
7018441, 085715950444, 085715950444, DKNY 24/7 EDP WOM X 100, DONNA KARAN 24/7 EDP MUJER X 100 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 80440.180, 0.000, 27/06/2025, 09/10/2024
7018442, 085715950451, 085715950451, DKNY 24/7 EDP WOM X 50, DONNA KARAN 24/7 EDP MUJER X 50 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 64592.810, 0.000, 27/06/2025, 09/10/2024
7018443, 085715950468, 085715950468, DKNY 24/7 EDP WOM X 30, DONNA KARAN 24/7 EDP MUJER X 30 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 48168.860, 0.000, 27/06/2025, 09/10/2024
7018444, 6001159129165, 6001159129165, BIO OIL BODY LOTION X 250, BIO OIL BODY LOTION X 250 ML, PERFUMERIA, ACEITES CORPORA, 1131, GLAM DISTR. S.R.L., 14174.550, 0.000, 15/05/2025, 09/10/2024
7018445, 7500435214605, 7500435214605, GILLE A/T GEL SPORT PE 82, GILLETTE ANTITRANSPIRANTE EN GEL SPORTPEAK X 82 GR, PERFUMERIA, DESODORANTES, 1131, GLAM DISTR. S.R.L., 5785.470, 0.000, 15/05/2025, 10/10/2024
7018446, 7500435202831, 7500435202831, OSPICE A/T BARR XTREME 50, OLD SPICE ANTITRANSPIRANTE EN BARRA XTREME X 50GR, PERFUMERIA, DESODORANTES, 1131, GLAM DISTR. S.R.L., 4104.790, 0.000, 20/05/2025, 10/10/2024
7018447, 7500435202848, 7500435202848, OSPICE A/T BARR GEL XTR80, OLD SPICE ANTITRANSPIRANTE GEL EN BARRA XTREME 80G, PERFUMERIA, DESODORANTES, 1131, GLAM DISTR. S.R.L., 4104.790, 0.000, 20/05/2025, 10/10/2024
7018448, 7500435202855, 7500435202855, OSPICE A/T AER XTREME X93, OLD SPICE ANTITRANSPIRANTE AEROSOL XTREME X 93GR, PERFUMERIA, DESODORANTES, 1131, GLAM DISTR. S.R.L., 4808.970, 0.000, 20/05/2025, 10/10/2024
7018449, 3616305400956, 3616305400956, RIMMEL BASE MULTITASK 002, RIMMEL BASE PRIMER MULTITASKER 002, PERFUMERIA, LINEA COSMETICA, 68, COTY ARGENTINA S.A., 21287.440, 0.000, 22/04/2025, 10/10/2024
7018459, 3616305400970, 3616305400970, RIMMEL BASE MULTITASK 003, RIMMEL BASE PRIMER MULTITASKER 003, PERFUMERIA, LINEA COSMETICA, 68, COTY ARGENTINA S.A., 21287.440, 0.000, 22/04/2025, 10/10/2024
7018461, 3616305401021, 3616305401021, RIMMEL BASE MULTITASK 004, RIMMEL BASE PRIMER MULTITASKER 004, PERFUMERIA, LINEA COSMETICA, 68, COTY ARGENTINA S.A., 21287.440, 0.000, 22/04/2025, 10/10/2024
7018462, 3616305401014, 3616305401014, RIMMEL BASE MULTITASK 005, RIMMEL BASE PRIMER MULTITASKER 005, PERFUMERIA, LINEA COSMETICA, 68, COTY ARGENTINA S.A., 21287.440, 0.000, 22/04/2025, 10/10/2024
7018463, 3616305400994, 3616305400994, RIMMEL BASE MULTITASK 006, RIMMEL BASE PRIMER MULTITASKER 006, PERFUMERIA, LINEA COSMETICA, 68, COTY ARGENTINA S.A., 21287.440, 0.000, 22/04/2025, 10/10/2024
7018464, 7798332023547, 7798332023547, WELLING SHIN ROS EDP M100, WELLINGTON SHINE GOLDEN ROSE EDP MUJ X100ML, PERFUMERIA, PERFUMES ALTERN, 321, PADOC S.A., 21858.449, 0.000, 25/03/2025, 10/10/2024
7018466, 7794626015229, 7794626015229, KOTEX PROT ESEN X 100, KOTEX PROTECTORES DIARIOS ESENCIAL X 100 U, PERFUMERIA, PROT FEMENINA, 159, KIMBERLY-CLARK ARGENTINA, 7532.560, 0.000, 01/07/2025, 15/10/2024
7018467, 7794626015076, 7794626015076, LINA PROT DIA ANAT X 60, LINA PROTECTOR DIARIO X 60 U, PERFUMERIA, PROT FEMENINA, 159, KIMBERLY-CLARK ARGENTINA, 2866.590, 0.000, 01/07/2025, 15/10/2024
7018468, 3614274078565, 3614274078565, LANCOME IDOLE EDT WOM 100, LANCOME IDOLE EDT MUJER X 100 ML., PERFUMERIA, PERFUMES ORIGIN, 936, JULERIAQUE S.A., 155301.650, 0.000, 11/03/2025, 16/10/2024
7018469, 7500435144230, 7500435144230, GILLE MAQ VENUS SENS X 4, GILLETTE MAQUINA VENUS SENSITIVE X 4, PERFUMERIA, MAQ/REP AFEITAR, 200, PROCTER & GAMBLE ARG., 6265.920, 0.000, 26/06/2025, 16/10/2024
7018471, 7500435148627, 7500435148627, GILLE MAQ VENUS RZR SNP 1, GILLETTE MAQUINA VENUS RAZOR SNAP X 1, PERFUMERIA, MAQ/REP AFEITAR, 200, PROCTER & GAMBLE ARG., 11356.980, 0.000, 26/06/2025, 16/10/2024
